News_Data,Labelling
"Tentara jaga kejaksaan, upaya Prabowo lemahkan pengaruh Jokowi?",Neutral
,
Pasang surut gerakan mahasiswa dan kebijakan depolitisasi kampus pada masa Orde Baru,Neutral
,
Tiga tersangka kasus dugaan pemerasan mahasiswa PPDS Undip ditahan – 'Itu bullying finansial',Negative
,
"Tentara duduki kampus, mahasiswa dikirim ke Nusakambangan, hingga larangan baca buku Pramoedya – Tujuh hal yang perlu diketahui tentang NKK/BKK pada era Orde Baru",Neutral
,
'Misi saya adalah menyebarkan kesadaran tentang kuliner Indonesia sejauh mungkin',Positive
,
Siapa korban sipil ledakan amunisi Garut dan mengapa mereka ada di sana? – 'Bapak saya bukan pemulung',Negative
,
"Penulisan ulang sejarah Indonesia – Rawan dijadikan alat legitimasi, meminggirkan perempuan dan sejarah Papua",Neutral
,
Petinggi BUMN tak berstatus penyelenggara negara - Bagaimana menindak bos BUMN yang korupsi?,Neutral
,
Mahasiswi ITB pembuat meme 'ciuman' Prabowo-Jokowi jadi tersangka – 'Kritik jangan dilihat sebagai kebencian personal',Negative
,
Belasan orang tewas dalam ledakan amunisi kedaluwarsa di Garut – Mengapa ada warga sipil menjadi korban?,Negative
,
Uji vaksin TBC disponsori Bill Gates – Apakah warga Indonesia jadi 'kelinci percobaan'?,Neutral
,
Kisah satu keluarga lintas generasi merawat candi Buddha terbesar di dunia – 'Saya dilahirkan untuk melestarikan Borobudur',Positive
,
"Video,
Kisah pegiat lingkungan atasi sampah jutaan botol kaca di Labuan Bajo
, Durasi 5,17",Positive
,
Kunjungan Robert Prevost ke Papua dan harapan perdamaian – 'Saya kaget ternyata dia yang menjadi Paus',Neutral
,
Gula di koperasi tentara – Bagaimana militer berbisnis di Indonesia?,Neutral
,
Demianus si 'manusia pembalut' dari Papua – 'Saya tidak rasa minder atau tabu',Positive
,
"Bakar mobil polisi, segel pabrik, hingga sebut Sutiyoso 'bau tanah' – Siapa Hercules, GRIB Jaya, dan apa hubungan dengan Prabowo Subianto?",Negative
,
"Bill Gates: Kami telah menyumbangkan Rp1.651 triliun, tetapi anak-anak saya tidak akan miskin saat saya wafat",Positive
,
Gubernur Jawa Barat Dedi Mulyadi kirim pelajar 'bandel' ke barak militer – Apa akibatnya?,Positive
,
'Transpuan dilarang bernyanyi' – Surat edaran bupati Gorontalo dinilai diskriminatif dan 'amnesia budaya',Neutral
,
"Prabowo janji hapus outsourcing, realistis atau sekadar ucapan manis?",Positive
,
Polemik 'gubernur konten' Dedi Mulyadi – Wacana kebijakan yang bikin gaduh atau 'investasi politik'?,Neutral
,
"TNI AL minta utang Rp5,45 triliun ke Pertamina dihapus, bagaimana duduk perkaranya?",Neutral
,
Pemerintah dan pejabat tak boleh laporkan pencemaran nama baik – Apakah putusan MK ini bisa mengakhiri praktik kriminalisasi UU ITE?,Neutral
,
Akankah 'serangan pesona' China mengubah peta Asia Tenggara dan bagaimana posisi Indonesia?,Neutral
,
"Kisah perempuan ahli primata Indonesia, belasan tahun lestarikan owa Jawa yang terancam punah",Positive
,
Guru dan murid SDN 4 Wonorejo Jateng 'keracunan' sajian Makan Bergizi Gratis – Tambahan kasus baru di tengah isu transparansi MBG dan masalah-masalah lainnya,Negative
,
Mitos dan stigma seputar vasektomi di Indonesia – Benarkah ‘hubungan seks jadi hambar' hingga 'berisiko kanker prostat’?,Neutral
,
"'Kalau milih-milih kerja, bisa enggak makan' – Susah cari kerja, lulusan sarjana mengadu nasib jadi pembantu, sopir, dan pramukantor",Negative
,
"Makin banyak WNI pergi ke Kamboja, mengapa ini bermasalah?",Negative
,
Mengapa usulan Wapres Gibran diganti 'sangat sulit dilakukan' – 'Prabowo masih memerlukan Jokowi',Neutral
,
"Video,
'Seorang kakek yang melepas jubah keagamaannya' – Sosok Paus Fransiskus di mata umat Muslim dan Katolik di Indonesia
, Durasi 2,50",Neutral
,
Polemik Jokowi diutus pemerintah Indonesia hadiri pemakaman Paus Fransiskus,Neutral
,
'Bapa Paus mengajak kita untuk mencintai perdamaian' – Umat Katolik di Indonesia mendoakan Paus Fransiskus,Positive
,
Mahasiswa UIN Walisongo Semarang 'diteror' anggota TNI buntut pemberitaan kehadiran militer di kampus – 'Saya diancam dengan UU ITE',Negative
,
Penangkapan Direktur Pemberitaan JAK TV menuai polemik – Mengapa produk jurnalistik harus dipisahkan dari pidana?,Neutral
,
"Badan perfilman teken kerja sama dengan polisi, pengembangan SDM atau 'pengawasan'?",Neutral
,
"China peringatkan negara yang negosiasi tarif dengan AS, apa kata pemerintah Indonesia?",Neutral
,
"Pendulang emas berulang kali tewas di tengah konflik bersenjata Papua, siapa mereka dan mengapa ada di tengah hutan?",Negative
,
"Gundah saat Paskah usai rumah doa di Tangerang disegel – 'Ada ketakutan, apalagi rumah doa kami sudah ditempel tanda kuning'",Neutral
,
"Rusia disebut tertarik menempatkan pesawat-pesawat militer di Biak, Papua – Seberapa strategis lokasi Biak?",Neutral
,
"Video,
Mengapa ada sampah di pulau tak berpenghuni dekat Labuan Bajo?
, Durasi 4,21",Negative
,
'Aksi piknik' sekelompok anak muda yang masih menentang UU TNI di depan gerbang DPR 'sampai menang',Neutral
,
Pemerintahan Prabowo pilih jalur negosiasi ketimbang balas tarif Trump – Perbanyak impor produk energi dan agrikultur dari AS,Neutral
,
"Sempat 'hilang' puluhan tahun, bagaimana 'Turang' yang meraih predikat film terbaik Indonesia ditemukan kembali?",Neutral
,
"Dokter di Garut jadi tersangka kasus dugaan kekerasan seksual, korban diperkirakan lebih dari satu orang – 'Saya merasa risih, USG berlangsung lama'",Negative
,
"Di balik pujian dan kritikan terhadap Jumbo, film animasi terlaris se-Asia Tenggara – 'Mengungkap bagaimana anak memproses duka kehilangan orang yang dicintai'",Positive
,
"Konferensi Asia Afrika di Bandung 'monumental', tapi apakah masih relevan?",Neutral
,
Pidato Prabowo memuji Mustafa Kemal Atatürk di Turki – Mengapa menimbulkan polemik?,Neutral
,
"Empat hakim jadi tersangka suap kasus ekspor minyak sawit, bisakah perusahaan turut dijerat?",Negative
,
"Kisah Batu Minto, prasasti bersejarah dari Malang yang teronggok di halaman bangsawan Inggris",Neutral
,
"Inggris selidiki dugaan impor minyak jelantah oplosan, salah satunya dari Indonesia – Bagaimana duduk persoalannya?",Negative
,
"Tak ada dokter anestesi di Sikka, Nusa Tenggara Timur, ibu dan janin meninggal di rumah sakit",Negative
,
"WNI ditahan aparat imigrasi AS, Kemlu Indonesia klaim lakukan pendampingan hukum",Negative
,
"Jurusan IPA, IPS, dan Bahasa di SMA bakal diterapkan lagi - 'Siswa jadi kelinci percobaan'",Neutral
,
Empat dekade Sheila Majid bersinar dengan lagu 'Sinaran',Positive
,
"Sejarawan protes penyebutan negara Inggris di Indonesia – 'Melecehkan Irlandia Utara, Skotlandia, dan Wales'",Neutral
,
'Saya trauma ditangani dokter laki-laki' – Kasus dugaan pemerkosaan oleh dokter PPDS anestesi picu ketidakpercayaan terhadap tenaga medis,Negative
,
"Rencana pemerintah bangun Sekolah Rakyat – 'Buang-buang duit dan buka celah korupsi, lebih baik gratiskan SD sampai SMA'",Neutral
,
"Prabowo berencana evakuasi 1.000 warga Gaza, mengapa rencana ini disebut akan menjadi sebuah blunder?",Neutral
,
"Trump tunda kebijakan tarif untuk Indonesia dan puluhan negara lain, kecuali China dan negara-negara 'penentang terburuk'",Positive
,
"Pengusaha dan politikus Indonesia diduga berada di balik bisnis judi online di Kamboja, bisakah polisi menjerat mereka?",Negative
,
"Kisah para jurnalis internasional meliput di Indonesia – 'Sebelumnya sudah represif, sekarang lebih represif lagi'",Negative
,
"Wali kota, penipuan dan tuduhan mata-mata: Kebangkitan dan kejatuhan Alice Guo",Neutral
,
"Sugianto, 'pahlawan' dari Indramayu yang selamatkan warga Korea Selatan dari bencana kebakaran hutan – 'Saya menorehkan sejarah untuk bangsa Indonesia'",Positive
,
Apa ancaman dan peluang di balik tarif 'timbal balik' Trump bagi Indonesia?,Neutral
,
Pendatang baru ke Jakarta usai Lebaran diprediksi membludak imbas efisiensi belanja daerah dan PHK – 'Saya memilih merantau karena cari pekerjaan di daerah sulit',Negative
,
"Permintaan Luhut agar demokrasi tidak merusak 'budaya santun' dipertanyakan pengamat – 'Demokrasi memang berisik, kalau tidak itu otoriter'",Neutral
,
"Trump umumkan tarif baru AS terhadap sejumlah negara, termasuk Indonesia",Neutral
,
"TNI masuk ranah perguruan tinggi di Bali hingga Papua, apa tujuannya?",Neutral
,
"Duka warga Yogyakarta, Jambi, dan Papua dihantam banjir saat Lebaran – 'Semangat Idulfitri hilang, berubah jadi kepanikan'",Negative
,
Tren gambar ChatGPT ala Studio Ghibli memantik perdebatan di medsos soal hak cipta dan masa depan seni,Negative
,
Gubernur Aceh wajibkan warganya salat berjamaah dan stop aktivitas selama azan – 'Pengalihan wacana dari persoalan sebenarnya',Positive
,
"Jumlah pemudik Lebaran tahun ini berkurang hampir 50 juta orang, pertumbuhan ekonomi Indonesia diprediksi jeblok - 'Saya kena PHK, mau mudik bagaimana?'",Negative
,
"Polisi gelar proyek tanam jagung 1,7 juta hektare – 'Jagung yang ditanam di Jayapura menguning, petani tak kunjung dapat cangkul'",Positive
,
"Demonstrasi mahasiswa menentang UU TNI berlangsung maraton dan menyebar ke banyak kota, apa maknanya?",Neutral
,
Mengapa sebagian umat Islam di Indonesia berziarah sebelum Ramadan dan saat Lebaran?,Neutral
,
Pola kekerasan aparat terhadap demonstran yang menolak UU TNI menuai kecaman,Negative
,
"Tujuh pemuda diduga memerkosa remaja perempuan di lokasi tanah milik Polres Belu, NTT – Mengapa bisa terjadi di lingkungan yang seharusnya aman?",Negative
,
"Ribuan orang di Klaten rutin terima uang THR dari kepala desa, dari mana dana itu berasal?",Positive
,
Rupiah dan IHSG anjlok mendekati level terendah – 'Ruang fiskal Indonesia compang-camping dan rentan tergelincir krisis',Negative
,
"Desa di Bali yang merayakan Nyepi dengan cara berbeda – 'Dengan cara apa pun Tuhan disembah, niscaya akan diterima'",Neutral
,
Kontroversi RUU Polri dan RUU KUHAP – Apa saja yang bermasalah dan poin apa yang seharusnya dimuat?,Neutral
,
Demo mahasiswa menolak UU TNI menjalar ke berbagai kota,Negative
,
"Kesaksian guru yang selamat dari serangan TPNPB OPM di Yahukimo, Papua – 'Mereka rencana jahat untuk kasih mati, tapi Tuhan tolong kami'",Negative
,
"'Harapannya MK tetap netral dan objektif' – Sejumlah mahasiswa gugat revisi UU TNI ke MK, bagaimana peluangnya?",Neutral
,
"Susunan pengurus Danantara resmi diumumkan, ada eks PM Thailand Thaksin Shinawatra – Tujuh hal yang perlu diketahui tentang Danantara",Neutral
,
"Ormas minta THR jelang Lebaran, 'pemerintah sibuk omon-omon' – Apakah permintaan THR dari ormas bisa benar-benar diberantas?",Negative
,
Jurnalis Tempo diteror paket berisi bangkai tikus yang dipenggal dan kepala babi – 'Kondisi pers nasional tidak sedang baik-baik saja',Negative
,
"Sedikitnya 100 nyawa diduga melayang di tangan polisi dalam tiga tahun terakhir – 'Mereka bukan sekadar angka, tapi nyawa manusia'",Negative
,
"DPR sahkan Revisi UU TNI, mahasiswa gelar demonstrasi di berbagai kota – 'Demokrasi telah dibunuh di DPR'",Negative
,
Kesaksian mantan jenderal yang dulu berupaya hapus Dwifungsi ABRI – 'Saya melawan arus dan dikeroyok',Negative
,
"Pemerintah Indonesia akan cabut moratorium pengiriman pekerja migran ke Arab Saudi, apa yang harus dilakukan?",Neutral
,
"Video,
Revisi UU TNI: Apa dampaknya terhadap masyarakat sipil dan mengapa buru-buru disahkan?
, Durasi 3,49",Neutral
,
'Operasi senyap' di balik pemulangan lebih dari 500 WNI terduga korban penipuan online di Myanmar,Negative
,
"‘Hilang burung maleo, hilang juga ritual 400 tahun masyarakat adat Batui’",Neutral
,
Revisi UU TNI: 'Militer itu tidak pernah demokratis' – Apa bahayanya jika TNI merambah dunia sipil?,Neutral
,
"Prabowo percepat pengangkatan CPNS paling lambat Juni 2025, PPPK pada Oktober 2025",Positive
,
'Mereka adu domba kami' – Masyarakat adat Solidaritas Merauke deklarasi menolak Proyek Strategis Nasional,Negative
,
Hakim vonis bebas polisi yang jadi terdakwa kasus pencabulan anak di Papua,Negative
,
Revisi UU TNI berpotensi mengembalikan Dwifungsi ABRI – Mengapa ada trauma militerisme era Orde Baru?,Neutral
,
"UU Hak Cipta: Musisi Indonesia terpecah menjadi dua kubu, bagaimana duduk perkaranya?",Neutral
,
"Menkeu Sri Mulyani umumkan defisit APBN Rp31,2 T – Mengapa Coretax, program Makan Bergizi Gratis, dan efisiensi anggaran menjadi sorotan?",Negative
,
"Sejumlah remaja dituduh memperkosa siswi SMA di Jawa Tengah, polisi dituding lamban",Negative
,
"Video,
Makan gratis di masjid yang jadi penyambung silaturahmi antaragama
, Durasi 8,20",Positive
,
"Fakta di balik insiden puluhan napi kabur dari Penjara Kutacane, salah satu penjara terpadat di Indonesia – 'Sebagian napi tidur di tenda'",Negative
,
"Pengemudi ojek online dapat 'bonus hari raya', tapi bukan THR – 'Selama akar masalah tak diselesaikan, isu THR bakal muncul tiap tahun'",Positive
,
Prabowo: THR ASN akan dibagikan mulai 17 Maret 2025 – Mengapa THR dinilai tak cukup mendorong masyarakat berbelanja dan menggenjot ekonomi Indonesia?,Positive
,
Mengapa proses ekstradisi Paulus Tannos dari Singapura berjalan lama – Siapa Paulus Tannos dan apa perannya dalam kasus dugaan korupsi e-KTP?,Negative
,
Cerita di balik nama 'Gang Banjir' di Jakarta Timur – Ketika banjir dan air menjadi nama tempat di Ibu Kota,Neutral
,
"Dugaan kecurangan takaran Minyakita – Konsumen berhak mendapat ganti rugi, kata YLKI",Negative
,
PN Jaksel gugurkan praperadilan Hasto terkait tersangka suap – Bagaimana jejaknya sebagai tersangka hingga ditahan KPK?,Neutral
,
Penundaan pengangkatan CPNS jadi 'blunder ekonomi' di tengah gelombang PHK - 'Saya jadi pengangguran',Negative
,
"Seberapa realistis pegawai yang terkena gelombang PHK bisa bekerja lagi? – 'Uang saya tinggal Rp200.000, enggak ada lagi'",Negative
,
"Video,
Guru honorer berjalan kaki 6km melintasi hutan dan sungai – 'Gaji tidak cukup tapi ini demi anak-anak'
, Durasi 2,43",Negative
,
"Pemerintah undur jadwal pengangkatan CPNS, puluhan ribu warga protes – 'Banyak yang sudah resign'",Negative
,
'Kami seolah dibiarkan mati perlahan-lahan' – Nasib 2.800 pengungsi Rohingya di Indonesia setelah PBB pangkas bantuan gara-gara kebijakan Trump,Negative
,
Tiga WNI 'diproses hukum' di AS dan satu lainnya dideportasi imbas kebijakan Trump – Rizal Mallarangeng keluhkan pemulangan anaknya dari AS,Negative
,
"'Saya sudah muak' – Banjir berulang di Bekasi-Jakarta-Tangsel bikin warga luapkan kekesalan, pemerintah dituding tidak pernah serius menanganinya",Negative
,
"Lonjakan kasus campak menghantui negara tetangga Indonesia, bagaimana cara paling efektif menanganinya?",Negative
,
"Dua perempuan meninggal dalam pendakian Carstensz – Kenangan terakhir rekan-rekan, kronologi, hingga kesaksian penyanyi Fiersa Besari",Negative
,
Indonesia alami deflasi tahunan lagi setelah 25 tahun – Mengapa pakar menyebutnya 'semu' dan 'daya beli masyarakat' justru turun?,Negative
,
"Sindiran medsos Putra Mahkota Solo 'nyesel gabung Republik' jadi sorotan, bagaimana sejarah Kasunanan Surakarta bergabung ke RI pada 1945?",Neutral
,
"Ramai-ramai mengunjungi gua yang 'tembus ke Makkah', mengapa orang-orang percaya?",Neutral
,
"Dirut Pertamina minta maaf soal korupsi minyak mentah, warga yang mengadu ke LBH Jakarta terus bertambah – 'Ada yang usul Pertamina dibubarkan saja'",Negative
,
"'Demi Tuhan, saya butuh bantuan' – Bebas dari pusat penipuan di Myanmar, ribuan orang kini terlantar",Negative
,
"Dana penelitian dipangkas, kuliah dipaksa daring, hingga insentif dipotong – Dosen dan mahasiswa sejumlah PTN protes efisiensi anggaran Kemendikti Saintek",Negative
,
Hukuman eks Dirut Pertamina Karen Agustiawan diperberat jadi 13 tahun penjara – Siapa Karen dan bagaimana perjalanan kasusnya?,Neutral
,
"Sritex resmi berhenti beroperasi, lebih dari 10.000 karyawan diberhentikan – Siapa yang harus bertanggung jawab atas nasib karyawan?",Negative
,
Kisah anak-anak penghayat kepercayaan yang mengalami perundungan di sekolah,Negative
,
"Demo mahasiswa 'Indonesia Gelap' berlangsung di Makassar dan kota lain – Dua wartawan alami kekerasan, isu geng motor, hingga reaksi Prabowo",Negative
,
Aksi protes MBG terus berlanjut di Papua – 'Kami menolak makan bergizi gratis',Negative
,
"Lini masa dugaan keracunan karena MBG, dari ayam kecap basi hingga daging mentah berdarah – 'Perlu evaluasi besar-besaran sebelum jatuh korban jiwa'",Negative
,
Warga Klaten 'memanen' hujan untuk mitigasi krisis air,Positive
,
"Polemik lagu 'Bayar, Bayar, Bayar' band Sukatani – Apakah ini akhir 'pembungkaman' kritik terhadap polisi?",Negative
,
Mengapa lagu band punk Sukatani 'Bayar Bayar Bayar' jadi lagu tema demo 'Indonesia Gelap'?,Neutral
,
Indonesia diguncang gempa bumi ribuan kali per tahun – Apa yang harus dilakukan saat gempa bumi terjadi?,Negative
,
"'Indonesia belum terang, Indonesia masih kelam' – Aksi 'Indonesia Gelap' menanti langkah konkret pemerintah",Negative
,
Demo mahasiswa 'Indonesia Gelap' di berbagai daerah bikin 'legitimasi pemerintahan Prabowo oleng',Negative
,
Empat hal yang perlu diketahui soal seruan tarik uang dari bank BUMN – Mengapa dikaitkan dengan Danantara?,Neutral
,
"Jerat sengketa tunda rehabilitasi lumba-lumba eks pertunjukan, bagaimana nasib mereka?",Neutral
,
Prabowo lantik Brian Yuliarto sebagai Mendiktisaintek gantikan Satryo Brodjonegoro – Siapa Brian Yuliarto?,Neutral
,
"Polisi menetapkan Kades Kohod sebagai tersangka kasus pagar laut, apa perannya?",Negative
,
"RUU Minerba disahkan, pemerintah dan DPR batal beri konsesi tambang ke kampus – Siapa yang mengusulkan dan bagaimana awal mulanya?",Neutral
,
"Nasib penyintas Tragedi 65, Bom Bali dan Tragedi Kanjuruhan usai pemotongan anggaran LPSK – 'Suntik mati saja, biar negara juga menanggung dosanya'",Neutral
,
Presiden Prabowo sebut 'ndasmu' terhadap pengritiknya – 'Kritik terbuka seolah-olah musuh',Negative
,
"'Jika AS tidak patuhi perjanjian internasional, mengapa Indonesia harus mematuhinya' – Kebijakan ekspansi energi fosil Trump, akankah diikuti Indonesia?",Neutral
